,feature_id,feature_name
2728,ENSG00000115221,ITGB6
2729,ENSG00000153250,RBMS1
2730,ENSG00000136560,TANK
2731,ENSG00000115233,PSMD14
2732,ENSG00000136535,TBR1
2733,ENSG00000144290,SLC4A10
2734,ENSG00000197635,DPP4
2735,ENSG00000115263,GCG
2736,ENSG00000078098,FAP
2737,ENSG00000115267,IFIH1
2738,ENSG00000115271,GCA
2739,ENSG00000184611,KCNH7
2740,ENSG00000182263,FIGN
2741,ENSG00000115290,GRB14
2742,ENSG00000082438,COBLL1
2743,ENSG00000169507,SLC38A11
2744,ENSG00000153253,SCN3A
2745,ENSG00000136531,SCN2A
2746,ENSG00000178662,CSRNP3
2747,ENSG00000115339,GALNT3
2748,ENSG00000123607,TTC21B
2749,ENSG00000144285,SCN1A
2750,ENSG00000169432,SCN9A
2751,ENSG00000136546,SCN7A
2752,ENSG00000163092,XIRP2
2753,ENSG00000172318,B3GALT1
2754,ENSG00000198648,STK39
2755,ENSG00000172292,CERS6
2756,ENSG00000163072,NOSTRIN
2757,ENSG00000152253,SPC25
2758,ENSG00000152254,G6PC2
2759,ENSG00000073734,ABCB11
2760,ENSG00000073737,DHRS9
2761,ENSG00000081479,LRP2
2762,ENSG00000163093,BBS5
2763,ENSG00000239474,KLHL41
2764,ENSG00000138399,FASTKD1
2765,ENSG00000138398,PPIG
2766,ENSG00000154479,CCDC173
2767,ENSG00000144362,PHOSPHO2
2768,ENSG00000213160,KLHL23
2769,ENSG00000138385,SSB
2770,ENSG00000138382,METTL5
2771,ENSG00000144357,UBR3
2772,ENSG00000071909,MYO3B
2773,ENSG00000204335,SP5
2774,ENSG00000204334,ERICH2
2775,ENSG00000128683,GAD1
2776,ENSG00000115806,GORASP2
2777,ENSG00000198586,TLK1
2778,ENSG00000123600,METTL8
2779,ENSG00000115827,DCAF17
2780,ENSG00000071967,CYBRD1
2781,ENSG00000077380,DYNC1I2
2782,ENSG00000115840,SLC25A12
2783,ENSG00000128708,HAT1
2784,ENSG00000172878,METAP1D
2785,ENSG00000144355,DLX1
2786,ENSG00000115844,DLX2
2787,ENSG00000091409,ITGA6
2788,ENSG00000152256,PDK1
2789,ENSG00000091428,RAPGEF4
2790,ENSG00000091436,MAP3K20
2791,ENSG00000144354,CDCA7
2792,ENSG00000172845,SP3
2793,ENSG00000138430,OLA1
2794,ENSG00000217236,SP9
2795,ENSG00000138433,CIR1
2796,ENSG00000144306,SCRN3
2797,ENSG00000163328,GPR155
2798,ENSG00000115935,WIPF1
2799,ENSG00000138435,CHRNA1
2800,ENSG00000128656,CHN1
2801,ENSG00000115966,ATF2
2802,ENSG00000154518,ATP5MC3
2803,ENSG00000144320,LNPK
2804,ENSG00000174279,EVX2
2805,ENSG00000128714,HOXD13
2806,ENSG00000170178,HOXD12
2807,ENSG00000128713,HOXD11
2808,ENSG00000128710,HOXD10
2809,ENSG00000128709,HOXD9
2810,ENSG00000175879,HOXD8
2811,ENSG00000128652,HOXD3
2812,ENSG00000170166,HOXD4
2813,ENSG00000128645,HOXD1
2814,ENSG00000128654,MTX2
2815,ENSG00000170144,HNRNPA3
2816,ENSG00000116044,NFE2L2
2817,ENSG00000018510,AGPS
2818,ENSG00000196659,TTC30B
2819,ENSG00000197557,TTC30A
2820,ENSG00000155636,RBM45
2821,ENSG00000079156,OSBPL6
2822,ENSG00000180228,PRKRA
2823,ENSG00000204311,PJVK
2824,ENSG00000079150,FKBP7
2825,ENSG00000116095,PLEKHA3
2826,ENSG00000155657,TTN
2827,ENSG00000163492,CCDC141
2828,ENSG00000187231,SESTD1
2829,ENSG00000144331,ZNF385B
2830,ENSG00000163510,CWC22
2831,ENSG00000170035,UBE2E3
2832,ENSG00000115232,ITGA4
2833,ENSG00000188452,CERKL
2834,ENSG00000162992,NEUROD1
2835,ENSG00000138434,ITPRID2
2836,ENSG00000150722,PPP1R1C
2837,ENSG00000115252,PDE1A
2838,ENSG00000077232,DNAJC10
2839,ENSG00000162998,FRZB
2840,ENSG00000061676,NCKAP1
2841,ENSG00000162999,DUSP19
2842,ENSG00000163002,NUP35
2843,ENSG00000170396,ZNF804A
2844,ENSG00000188738,FSIP2
2845,ENSG00000065548,ZC3H15
2846,ENSG00000138448,ITGAV
2847,ENSG00000144369,FAM171B
2848,ENSG00000163012,ZSWIM2
2849,ENSG00000064989,CALCRL
2850,ENSG00000003436,TFPI
2851,ENSG00000144366,GULP1
2852,ENSG00000168542,COL3A1
2853,ENSG00000204262,COL5A2
2854,ENSG00000115368,WDR75
2855,ENSG00000138449,SLC40A1
2856,ENSG00000138381,ASNSD1
2857,ENSG00000286053,ASDURF
2858,ENSG00000151687,ANKAR
2859,ENSG00000128694,OSGEPL1
2860,ENSG00000128699,ORMDL1
2861,ENSG00000064933,PMS1
2862,ENSG00000187699,C2orf88
2863,ENSG00000138379,MSTN
2864,ENSG00000198130,HIBCH
2865,ENSG00000151689,INPP1
2866,ENSG00000151690,MFSD6
2867,ENSG00000189362,NEMP2
2868,ENSG00000138386,NAB1
2869,ENSG00000115419,GLS
2870,ENSG00000115415,STAT1
2871,ENSG00000138378,STAT4
2872,ENSG00000128641,MYO1B
2873,ENSG00000173559,NABP1
2874,ENSG00000168497,CAVIN2
2875,ENSG00000144339,TMEFF2
2876,ENSG00000196950,SLC39A10
2877,ENSG00000118997,DNAH7
2878,ENSG00000081320,STK17B
2879,ENSG00000138411,HECW2
2880,ENSG00000144395,CCDC150
2881,ENSG00000119041,GTF3C3
2882,ENSG00000187944,C2orf66
2883,ENSG00000197121,PGAP1
2884,ENSG00000065413,ANKRD44
2885,ENSG00000115524,SF3B1
2886,ENSG00000115520,COQ10B
2887,ENSG00000144381,HSPD1
2888,ENSG00000115541,HSPE1
2889,ENSG00000115540,MOB4
2890,ENSG00000162944,RFTN2
2891,ENSG00000247626,MARS2
2892,ENSG00000152430,BOLL
2893,ENSG00000115896,PLCL1
2894,ENSG00000119042,SATB2
2895,ENSG00000226124,FTCDNL1
2896,ENSG00000178074,C2orf69
2897,ENSG00000162971,TYW5
2898,ENSG00000162972,MAIP1
2899,ENSG00000196141,SPATS2L
2900,ENSG00000155729,KCTD18
2901,ENSG00000163535,SGO2
2902,ENSG00000138356,AOX1
2903,ENSG00000082153,BZW1
2904,ENSG00000013441,CLK1
2905,ENSG00000240344,PPIL3
2906,ENSG00000196290,NIF3L1
2907,ENSG00000115942,ORC2
2908,ENSG00000155744,FAM126B
2909,ENSG00000119013,NDUFB3
2910,ENSG00000003402,CFLAR
2911,ENSG00000003400,CASP10
2912,ENSG00000064012,CASP8
2913,ENSG00000155749,FLACC1
2914,ENSG00000115993,TRAK2
2915,ENSG00000082146,STRADB
2916,ENSG00000155754,C2CD6
2917,ENSG00000155755,TMEM237
2918,ENSG00000082126,MPP4
2919,ENSG00000003393,ALS2
2920,ENSG00000138395,CDK15
2921,ENSG00000155760,FZD7
2922,ENSG00000182329,KIAA2012
2923,ENSG00000116030,SUMO1
2924,ENSG00000055044,NOP58
2925,ENSG00000204217,BMPR2
2926,ENSG00000138439,FAM117B
2927,ENSG00000163596,ICA1L
2928,ENSG00000138442,WDR12
2929,ENSG00000138380,CARF
2930,ENSG00000144426,NBEAL1
2931,ENSG00000119004,CYP20A1
2932,ENSG00000138443,ABI2
2933,ENSG00000173166,RAPH1
2934,ENSG00000178562,CD28
2935,ENSG00000163599,CTLA4
2936,ENSG00000163600,ICOS
2937,ENSG00000116117,PARD3B
2938,ENSG00000118257,NRP2
2939,ENSG00000114933,INO80D
2940,ENSG00000023228,NDUFS1
2941,ENSG00000114942,EEF1B2
2942,ENSG00000183671,GPR1
2943,ENSG00000204186,ZDBF2
2944,ENSG00000114948,ADAM23
2945,ENSG00000235118,FAM237A
2946,ENSG00000232125,DYTN
2947,ENSG00000138400,MDH1B
2948,ENSG00000118246,FASTKD2
2949,ENSG00000144410,CPO
2950,ENSG00000118263,KLF7
2951,ENSG00000118260,CREB1
2952,ENSG00000144401,METTL21A
2953,ENSG00000163249,CCNYL1
2954,ENSG00000163251,FZD5
2955,ENSG00000178385,PLEKHM3
2956,ENSG00000118231,CRYGD
2957,ENSG00000163254,CRYGC
2958,ENSG00000182187,CRYGB
2959,ENSG00000168582,CRYGA
2960,ENSG00000188674,C2orf80
2961,ENSG00000138413,IDH1
2962,ENSG00000115020,PIKFYVE
2963,ENSG00000144407,PTH2R
2964,ENSG00000078018,MAP2
2965,ENSG00000144406,UNC80
2966,ENSG00000197713,RPE
2967,ENSG00000144445,KANSL1L
2968,ENSG00000115361,ACADL
2969,ENSG00000168530,MYL1
2970,ENSG00000115365,LANCL1
2971,ENSG00000021826,CPS1
2972,ENSG00000178568,ERBB4
2973,ENSG00000030419,IKZF2
2974,ENSG00000144451,SPAG16
2975,ENSG00000174453,VWC2L
2976,ENSG00000138376,BARD1
2977,ENSG00000144452,ABCA12
2978,ENSG00000138363,ATIC
2979,ENSG00000115414,FN1
2980,ENSG00000118242,MREG
2981,ENSG00000115425,PECR
2982,ENSG00000163449,TMEM169
2983,ENSG00000079246,XRCC5
2984,ENSG00000144583,MARCHF4
2985,ENSG00000138375,SMARCAL1
2986,ENSG00000197756,RPL37A
2987,ENSG00000115457,IGFBP2
2988,ENSG00000115461,IGFBP5
2989,ENSG00000118245,TNP1
2990,ENSG00000079308,TNS1
2991,ENSG00000188282,RUFY4
2992,ENSG00000180871,CXCR2
2993,ENSG00000163464,CXCR1
2994,ENSG00000163466,ARPC2
2995,ENSG00000179921,GPBAR1
2996,ENSG00000127837,AAMP
2997,ENSG00000127838,PNKD
2998,ENSG00000135926,TMBIM1
2999,ENSG00000158428,CATIP
3000,ENSG00000018280,SLC11A1
3001,ENSG00000144579,CTDSP1
3002,ENSG00000127831,VIL1
3003,ENSG00000135913,USP37
3004,ENSG00000144580,CNOT9
3005,ENSG00000115556,PLCD4
3006,ENSG00000115568,ZNF142
3007,ENSG00000074582,BCS1L
3008,ENSG00000163481,RNF25
3009,ENSG00000163482,STK36
3010,ENSG00000135912,TTLL4
3011,ENSG00000135929,CYP27A1
3012,ENSG00000115592,PRKAG3
3013,ENSG00000115596,WNT6
3014,ENSG00000135925,WNT10A
3015,ENSG00000171450,CDK5R2
3016,ENSG00000163497,FEV
3017,ENSG00000163499,CRYBA2
3018,ENSG00000181378,CFAP65
3019,ENSG00000163501,IHH
3020,ENSG00000187736,NHEJ1
3021,ENSG00000213901,SLC23A3
3022,ENSG00000115649,CNPPD1
3023,ENSG00000144567,RETREG2
3024,ENSG00000158552,ZFAND2B
3025,ENSG00000115657,ABCB6
3026,ENSG00000198925,ATG9A
3027,ENSG00000163516,ANKZF1
3028,ENSG00000163521,GLB1L
3029,ENSG00000115661,STK16
3030,ENSG00000127824,TUBA4A
3031,ENSG00000243910,TUBA4B
3032,ENSG00000135924,DNAJB2
3033,ENSG00000054356,PTPRN
3034,ENSG00000182698,RESP18
3035,ENSG00000123992,DNPEP
3036,ENSG00000175084,DES
3037,ENSG00000072195,SPEG
3038,ENSG00000286095,SPEGNB
3039,ENSG00000144591,GMPPA
3040,ENSG00000072182,ASIC4
3041,ENSG00000123989,CHPF
3042,ENSG00000188760,TMEM198
3043,ENSG00000124006,OBSL1
3044,ENSG00000123999,INHA
3045,ENSG00000144589,STK11IP
3046,ENSG00000114923,SLC4A3
3047,ENSG00000116106,EPHA4
3048,ENSG00000135903,PAX3
3049,ENSG00000163082,SGPP2
3050,ENSG00000116120,FARSB
3051,ENSG00000124003,MOGAT1
3052,ENSG00000123983,ACSL3
3053,ENSG00000152049,KCNE4
3054,ENSG00000171951,SCG2
3055,ENSG00000152056,AP1S3
3056,ENSG00000085449,WDFY1
3057,ENSG00000135900,MRPL44
3058,ENSG00000135919,SERPINE2
3059,ENSG00000124019,FAM124B
3060,ENSG00000036257,CUL3
3061,ENSG00000283428,CCDC195
3062,ENSG00000135905,DOCK10
3063,ENSG00000144460,NYAP2
3064,ENSG00000169047,IRS1
3065,ENSG00000144468,RHBDD1
3066,ENSG00000081052,COL4A4
3067,ENSG00000169031,COL4A3
3068,ENSG00000168958,MFF
3069,ENSG00000168955,TM4SF20
3070,ENSG00000284629,SCYGR1
3071,ENSG00000173744,AGFG1
3072,ENSG00000284643,SCYGR2
3073,ENSG00000284704,SCYGR3
3074,ENSG00000284631,SCYGR4
3075,ENSG00000284667,SCYGR5
3076,ENSG00000135917,SLC19A3
3077,ENSG00000284725,SCYGR6
3078,ENSG00000284718,SCYGR7
3079,ENSG00000284635,SCYGR8
3080,ENSG00000115009,CCL20
3081,ENSG00000123977,DAW1
3082,ENSG00000153820,SPHKAP
3083,ENSG00000153823,PID1
3084,ENSG00000187957,DNER
3085,ENSG00000153827,TRIP12
3086,ENSG00000153832,FBXO36
3087,ENSG00000163053,SLC16A14
3088,ENSG00000135899,SP110
3089,ENSG00000079263,SP140
3090,ENSG00000185404,SP140L
3091,ENSG00000067066,SP100
3092,ENSG00000135932,CAB39
3093,ENSG00000135916,ITM2C
3094,ENSG00000135898,GPR55
3095,ENSG00000173699,SPATA3
3096,ENSG00000204128,C2orf72
3097,ENSG00000173692,PSMD1
3098,ENSG00000135914,HTR2B
3099,ENSG00000135931,ARMC9
3100,ENSG00000156966,B3GNT7
3101,ENSG00000115053,NCL
3102,ENSG00000171596,NMUR1
3103,ENSG00000177673,TEX44
3104,ENSG00000187514,PTMA
3105,ENSG00000156973,PDE6D
3106,ENSG00000144524,COPS7B
3107,ENSG00000163273,NPPC
3108,ENSG00000144535,DIS3L2
3109,ENSG00000163283,ALPP
3110,ENSG00000163286,ALPG
3111,ENSG00000163295,ALPI
3112,ENSG00000171551,ECEL1
3113,ENSG00000237412,PRSS56
3114,ENSG00000135902,CHRND
3115,ENSG00000196811,CHRNG
3116,ENSG00000221944,TIGD1
3117,ENSG00000135930,EIF4E2
3118,ENSG00000115468,EFHD1
3119,ENSG00000204120,GIGYF2
3120,ENSG00000115474,KCNJ13
3121,ENSG00000182600,SNORC
3122,ENSG00000066248,NGEF
3123,ENSG00000115488,NEU2
3124,ENSG00000168918,INPP5D
3125,ENSG00000085978,ATG16L1
3126,ENSG00000130561,SAG
3127,ENSG00000077044,DGKD
3128,ENSG00000085982,USP40
3129,ENSG00000242366,UGT1A8
3130,ENSG00000242515,UGT1A10
3131,ENSG00000241119,UGT1A9
3132,ENSG00000244122,UGT1A7
3133,ENSG00000167165,UGT1A6
3134,ENSG00000244474,UGT1A4
3135,ENSG00000241635,UGT1A1
3136,ENSG00000185038,MROH2A
3137,ENSG00000123485,HJURP
3138,ENSG00000144481,TRPM8
3139,ENSG00000072080,SPP2
3140,ENSG00000188042,ARL4C
3141,ENSG00000130147,SH3BP4
3142,ENSG00000157985,AGAP1
3143,ENSG00000168505,GBX2
3144,ENSG00000182177,ASB18
3145,ENSG00000132321,IQCA1
3146,ENSG00000144476,ACKR3
3147,ENSG00000198612,COPS8
3148,ENSG00000163359,COL6A3
3149,ENSG00000115648,MLPH
3150,ENSG00000071677,PRLH
3151,ENSG00000124839,RAB17
3152,ENSG00000124831,LRRFIP1
3153,ENSG00000177483,RBM44
3154,ENSG00000132329,RAMP1
3155,ENSG00000184182,UBE2F
3156,ENSG00000132330,SCLY
3157,ENSG00000144488,ESPNL
3158,ENSG00000168427,KLHL30
3159,ENSG00000178752,ERFE
3160,ENSG00000132323,ILKAP
3161,ENSG00000144485,HES6
3162,ENSG00000132326,PER2
3163,ENSG00000204104,TRAF3IP1
3164,ENSG00000065802,ASB1
3165,ENSG00000233608,TWIST2
3166,ENSG00000068024,HDAC4
3167,ENSG00000130414,NDUFA10
3168,ENSG00000182083,OR6B2
3169,ENSG00000178586,OR6B3
3170,ENSG00000172428,COPS9
3171,ENSG00000178602,OTOS
3172,ENSG00000063660,GPC1
3173,ENSG00000144504,ANKMY1
3174,ENSG00000188542,DUSP28
3175,ENSG00000142327,RNPEPL1
3176,ENSG00000142330,CAPN10
3177,ENSG00000178623,GPR35
3178,ENSG00000185176,AQP12B
3179,ENSG00000184945,AQP12A
3180,ENSG00000130294,KIF1A
3181,ENSG00000172482,AGXT
3182,ENSG00000172478,MAB21L4
3183,ENSG00000226321,CROCC2
3184,ENSG00000162804,SNED1
3185,ENSG00000122085,MTERF4
3186,ENSG00000115687,PASK
3187,ENSG00000115685,PPP1R7
3188,ENSG00000146205,ANO7
3189,ENSG00000115677,HDLBP
3190,ENSG00000168385,SEPTIN2
3191,ENSG00000006607,FARP2
3192,ENSG00000115694,STK25
3193,ENSG00000176720,BOK
3194,ENSG00000176946,THAP4
3195,ENSG00000168397,ATG4B
3196,ENSG00000168393,DTYMK
3197,ENSG00000168395,ING5
3198,ENSG00000180902,D2HGDH
3199,ENSG00000154252,GAL3ST2
3200,ENSG00000204099,NEU4
3201,ENSG00000188389,PDCD1
3202,ENSG00000188011,RTP5
3203,ENSG00000216921,FAM240C
3204,ENSG00000134121,CHL1
3205,ENSG00000134115,CNTN6
3206,ENSG00000144619,CNTN4
3207,ENSG00000091181,IL5RA
3208,ENSG00000072756,TRNT1
3209,ENSG00000113851,CRBN
3210,ENSG00000144455,SUMF1
3211,ENSG00000175928,LRRN1
3212,ENSG00000170364,SETMAR
3213,ENSG00000150995,ITPR1
3214,ENSG00000134107,BHLHE40
3215,ENSG00000134108,ARL8B
3216,ENSG00000134109,EDEM1
3217,ENSG00000196277,GRM7
3218,ENSG00000071282,LMCD1
3219,ENSG00000125046,SSUH2
3220,ENSG00000182533,CAV3
3221,ENSG00000180914,OXTR
3222,ENSG00000070950,RAD18
3223,ENSG00000196220,SRGAP3
3224,ENSG00000134077,THUMPD3
3225,ENSG00000168137,SETD5
3226,ENSG00000156959,LHFPL4
3227,ENSG00000163719,MTMR14
3228,ENSG00000144550,CPNE9
3229,ENSG00000156983,BRPF1
3230,ENSG00000114026,OGG1
3231,ENSG00000134072,CAMK1
3232,ENSG00000171148,TADA3
3233,ENSG00000241553,ARPC4
3234,ENSG00000214021,TTLL3
3235,ENSG00000156990,RPUSD3
3236,ENSG00000187288,CIDEC
3237,ENSG00000171135,JAGN1
3238,ENSG00000163701,IL17RE
3239,ENSG00000163702,IL17RC
3240,ENSG00000163703,CRELD1
3241,ENSG00000163704,PRRT3
3242,ENSG00000125037,EMC3
3243,ENSG00000144554,FANCD2
3244,ENSG00000163705,FANCD2OS
3245,ENSG00000254999,BRK1
3246,ENSG00000134086,VHL
3247,ENSG00000134070,IRAK2
3248,ENSG00000157014,TATDN2
3249,ENSG00000157017,GHRL
3250,ENSG00000157020,SEC13
3251,ENSG00000157087,ATP2B2
3252,ENSG00000132164,SLC6A11
3253,ENSG00000157103,SLC6A1
3254,ENSG00000196639,HRH1
3255,ENSG00000197548,ATG7
3256,ENSG00000144560,VGLL4
3257,ENSG00000144559,TAMM41
3258,ENSG00000157152,SYN2
3259,ENSG00000157150,TIMP4
3260,ENSG00000132170,PPARG
3261,ENSG00000154743,TSEN2
3262,ENSG00000225526,MKRN2OS
3263,ENSG00000075975,MKRN2
3264,ENSG00000132155,RAF1
3265,ENSG00000088726,TMEM40
3266,ENSG00000144712,CAND2
3267,ENSG00000144713,RPL32
3268,ENSG00000144711,IQSEC1
3269,ENSG00000132182,NUP210
3270,ENSG00000163517,HDAC11
3271,ENSG00000163520,FBLN2
3272,ENSG00000154764,WNT7A
3273,ENSG00000163528,CHCHD4
3274,ENSG00000170876,TMEM43
3275,ENSG00000154767,XPC
3276,ENSG00000170860,LSM3
3277,ENSG00000131389,SLC6A6
3278,ENSG00000144596,GRIP2
3279,ENSG00000154781,CCDC174
3280,ENSG00000131379,C3orf20
3281,ENSG00000154783,FGD5
3282,ENSG00000177463,NR2C2
3283,ENSG00000131368,MRPS25
3284,ENSG00000131381,RBSN
3285,ENSG00000131375,CAPN7
3286,ENSG00000131370,SH3BP5
3287,ENSG00000206562,METTL6
3288,ENSG00000144597,EAF1
3289,ENSG00000206561,COLQ
3290,ENSG00000131373,HACL1
3291,ENSG00000169814,BTD
3292,ENSG00000206560,ANKRD28
3293,ENSG00000131386,GALNT15
3294,ENSG00000154813,DPH3
3295,ENSG00000154814,OXNAD1
3296,ENSG00000131378,RFTN1
3297,ENSG00000092345,DAZL
3298,ENSG00000154822,PLCL2
3299,ENSG00000131374,TBC1D5
3300,ENSG00000182568,SATB1
3301,ENSG00000183960,KCNH8
3302,ENSG00000163576,EFHB
3303,ENSG00000144566,RAB5A
3304,ENSG00000183977,PP2D1
3305,ENSG00000114166,KAT2B
3306,ENSG00000129810,SGO1
3307,ENSG00000151789,ZNF385D
3308,ENSG00000182247,UBE2E2
3309,ENSG00000170142,UBE2E1
3310,ENSG00000197885,NKIRAS1
3311,ENSG00000174748,RPL15
3312,ENSG00000174738,NR1D2
3313,ENSG00000151090,THRB
3314,ENSG00000077092,RARB
3315,ENSG00000077097,TOP2B
3316,ENSG00000151092,NGLY1
3317,ENSG00000151093,OXSM
3318,ENSG00000179796,LRRC3B
3319,ENSG00000163491,NEK10
3320,ENSG00000033867,SLC4A7
3321,ENSG00000163508,EOMES
3322,ENSG00000187118,CMC1
3323,ENSG00000163512,AZI2
3324,ENSG00000206559,ZCWPW2
3325,ENSG00000144642,RBMS3
3326,ENSG00000163513,TGFBR2
3327,ENSG00000144644,GADL1
3328,ENSG00000163527,STT3B
3329,ENSG00000144645,OSBPL10
3330,ENSG00000197385,ZNF860
3331,ENSG00000152642,GPD1L
3332,ENSG00000170293,CMTM8
3333,ENSG00000153551,CMTM7
3334,ENSG00000091317,CMTM6
3335,ENSG00000144635,DYNC1LI1
3336,ENSG00000182973,CNOT10
3337,ENSG00000206557,TRIM71
3338,ENSG00000183813,CCR4
3339,ENSG00000170266,GLB1
3340,ENSG00000188167,TMPPE
3341,ENSG00000170275,CRTAP
3342,ENSG00000173705,SUSD5
3343,ENSG00000153558,FBXL2
3344,ENSG00000153560,UBP1
3345,ENSG00000163539,CLASP2
3346,ENSG00000170248,PDCD6IP
3347,ENSG00000172995,ARPP21
3348,ENSG00000144681,STAC
3349,ENSG00000163673,DCLK3
3350,ENSG00000168016,TRANK1
3351,ENSG00000178567,EPM2AIP1
3352,ENSG00000076242,MLH1
3353,ENSG00000093167,LRRFIP2
3354,ENSG00000144674,GOLGA4
3355,ENSG00000144668,ITGA9
3356,ENSG00000144677,CTDSPL
3357,ENSG00000136059,VILL
3358,ENSG00000187091,PLCD1
3359,ENSG00000008226,DLEC1
3360,ENSG00000060971,ACAA1
3361,ENSG00000172936,MYD88
3362,ENSG00000172939,OXSR1
3363,ENSG00000172940,SLC22A13
3364,ENSG00000144671,SLC22A14
3365,ENSG00000093217,XYLB
3366,ENSG00000114739,ACVR2B
3367,ENSG00000157036,EXOG
3368,ENSG00000183873,SCN5A
3369,ENSG00000185313,SCN10A
3370,ENSG00000168356,SCN11A
3371,ENSG00000114742,WDR48
3372,ENSG00000114745,GORASP1
3373,ENSG00000168026,TTC21A
3374,ENSG00000144655,CSRNP1
3375,ENSG00000168334,XIRP1
3376,ENSG00000168329,CX3CR1
3377,ENSG00000179934,CCR8
3378,ENSG00000144659,SLC25A38
3379,ENSG00000168028,RPSA
3380,ENSG00000168314,MOBP
3381,ENSG00000170011,MYRIP
3382,ENSG00000114784,EIF1B
3383,ENSG00000168032,ENTPD3
3384,ENSG00000188846,RPL14
3385,ENSG00000177873,ZNF619
3386,ENSG00000177842,ZNF620
3387,ENSG00000172888,ZNF621
3388,ENSG00000168036,CTNNB1
3389,ENSG00000168038,ULK4
3390,ENSG00000182606,TRAK1
3391,ENSG00000187094,CCK
3392,ENSG00000157093,LYZL4
3393,ENSG00000114812,VIPR1
3394,ENSG00000093183,SEC22C
3395,ENSG00000008324,SS18L2
3396,ENSG00000114857,NKTR
3397,ENSG00000114853,ZBTB47
3398,ENSG00000157119,KLHL40
3399,ENSG00000010282,HHATL
3400,ENSG00000244607,CCDC13
3401,ENSG00000181061,HIGD1A
3402,ENSG00000144648,ACKR2
3403,ENSG00000240747,KRBOX1
3404,ENSG00000180432,CYP8B1
3405,ENSG00000182983,ZNF662
3406,ENSG00000144649,GASK1A
3407,ENSG00000144647,POMGNT2
3408,ENSG00000163788,SNRK
3409,ENSG00000160746,ANO10
3410,ENSG00000011198,ABHD5
3411,ENSG00000173769,TOPAZ1
3412,ENSG00000179152,TCAIM
3413,ENSG00000185219,ZNF445
3414,ENSG00000178917,ZNF852
3415,ENSG00000196345,ZKSCAN7
3416,ENSG00000144792,ZNF660
3417,ENSG00000186448,ZNF197
3418,ENSG00000169981,ZNF35
3419,ENSG00000196653,ZNF502
3420,ENSG00000186446,ZNF501
3421,ENSG00000163807,KIAA1143
3422,ENSG00000163808,KIF15
3423,ENSG00000169964,TMEM42
3424,ENSG00000163810,TGM4
3425,ENSG00000163812,ZDHHC3
3426,ENSG00000075914,EXOSC7
3427,ENSG00000163815,CLEC3B
3428,ENSG00000163814,CDCP1
3429,ENSG00000249992,TMEM158
3430,ENSG00000011376,LARS2
3431,ENSG00000144791,LIMD1
3432,ENSG00000211456,SACM1L
3433,ENSG00000163817,SLC6A20
3434,ENSG00000163818,LZTFL1
3435,ENSG00000173585,CCR9
3436,ENSG00000163820,FYCO1
3437,ENSG00000172215,CXCR6
3438,ENSG00000173578,XCR1
3439,ENSG00000183625,CCR3
3440,ENSG00000163823,CCR1
3441,ENSG00000121807,CCR2
3442,ENSG00000160791,CCR5
3443,ENSG00000121797,CCRL2
3444,ENSG00000012223,LTF
3445,ENSG00000163825,RTP3
3446,ENSG00000163827,LRRC2
3447,ENSG00000241186,TDGF1
3448,ENSG00000283473,FAM240A
3449,ENSG00000178038,ALS2CL
3450,ENSG00000181585,TMIE
3451,ENSG00000188086,PRSS45P
3452,ENSG00000160808,MYL3
3453,ENSG00000160801,PTH1R
3454,ENSG00000160799,CCDC12
3455,ENSG00000160796,NBEAL2
3456,ENSG00000181555,SETD2
3457,ENSG00000088727,KIF9
3458,ENSG00000114648,KLHL18
3459,ENSG00000076201,PTPN23
3460,ENSG00000114650,SCAP
3461,ENSG00000163832,ELP6
3462,ENSG00000114646,CSPG5
3463,ENSG00000173473,SMARCC1
3464,ENSG00000132153,DHX30
3465,ENSG00000047849,MAP4
3466,ENSG00000164045,CDC25A
3467,ENSG00000164047,CAMP
3468,ENSG00000164048,ZNF589
3469,ENSG00000172113,NME6
3470,ENSG00000229453,SPINK8
3471,ENSG00000164049,FBXW12
3472,ENSG00000164050,PLXNB1
3473,ENSG00000164051,CCDC51
3474,ENSG00000232112,TMA7
3475,ENSG00000164053,ATRIP
3476,ENSG00000213689,TREX1
3477,ENSG00000164054,SHISA5
3478,ENSG00000114268,PFKFB4
3479,ENSG00000145040,UCN2
3480,ENSG00000114270,COL7A1
3481,ENSG00000010256,UQCRC1
3482,ENSG00000183396,TMEM89
3483,ENSG00000225697,SLC26A6
3484,ENSG00000008300,CELSR3
3485,ENSG00000213672,NCKIPSD
3486,ENSG00000068745,IP6K2
3487,ENSG00000114302,PRKAR2A
3488,ENSG00000178537,SLC25A20
3489,ENSG00000177479,ARIH2
3490,ENSG00000178467,P4HTM
3491,ENSG00000178252,WDR6
3492,ENSG00000178149,DALRD3
3493,ENSG00000178057,NDUFAF3
3494,ENSG00000178035,IMPDH2
3495,ENSG00000198218,QRICH1
3496,ENSG00000172053,QARS1
3497,ENSG00000172046,USP19
3498,ENSG00000172037,LAMB2
3499,ENSG00000177352,CCDC71
3500,ENSG00000185909,KLHDC8B
3501,ENSG00000236980,C3orf84
3502,ENSG00000173421,IHO1
3503,ENSG00000188315,C3orf62
3504,ENSG00000114316,USP4
3505,ENSG00000067560,RHOA
3506,ENSG00000145022,TCTA
3507,ENSG00000145020,AMT
3508,ENSG00000145029,NICN1
3509,ENSG00000173402,DAG1
3510,ENSG00000164061,BSN
